279.png,5.0,34.0,10.0,34.0
280.png,5.0,23.0,10.0,16.0
281.png,2.0,22.0,9.0,24.0
282.png,3.0,21.0,11.0,18.0
283.png,53.0,142.0,9.0,27.0
284.png,7.0,21.0,5.0,12.0
285.png,11.0,45.0,11.0,32.0
286.png,14.0,57.0,14.0,38.0
287.png,8.0,41.0,17.0,36.0
288.png,25.0,90.0,20.0,36.0
289.png,16.0,49.0,9.0,30.0
290.png,18.0,74.0,15.0,46.0
291.png,5.0,19.0,9.0,16.0
292.png,4.0,48.0,30.0,56.0
293.png,4.0,28.0,7.0,26.0
294.png,4.0,52.0,10.0,46.0
295.png,1.0,19.0,11.0,22.0
296.png,15.0,46.0,12.0,19.0
297.png,19.0,78.0,33.0,55.0
298.png,6.0,27.0,5.0,13.0
299.png,6.0,26.0,9.0,15.0
300.png,24.0,85.0,33.0,55.0
301.png,1.0,16.0,9.0,17.0
302.png,8.0,32.0,11.0,31.0
303.png,4.0,25.0,15.0,22.0
304.png,5.0,25.0,13.0,28.0
305.png,7.0,24.0,4.0,15.0
306.png,13.0,44.0,18.0,36.0
307.png,9.0,85.0,50.0,89.0
308.png,19.0,56.0,17.0,29.0
309.png,18.0,45.0,11.0,22.0
310.png,4.0,19.0,13.0,20.0
311.png,4.0,35.0,15.0,43.0
312.png,7.0,24.0,11.0,25.0
313.png,3.0,11.0,7.0,14.0
314.png,4.0,35.0,16.0,32.0
315.png,1.0,17.0,7.0,17.0
316.png,12.0,52.0,27.0,48.0
317.png,1.0,15.0,6.0,17.0
318.png,1.0,19.0,8.0,26.0
319.png,21.0,92.0,41.0,55.0
320.png,9.0,35.0,21.0,38.0
321.png,34.0,157.0,16.0,18.0
322.png,5.0,26.0,12.0,27.0
323.png,10.0,59.0,31.0,57.0
324.png,5.0,40.0,22.0,39.0
325.png,34.0,62.0,15.0,26.0
326.png,8.0,52.0,39.0,61.0
327.png,20.0,66.0,10.0,26.0
328.png,11.0,48.0,11.0,42.0
329.png,4.0,17.0,5.0,14.0
330.png,9.0,58.0,14.0,48.0
331.png,9.0,37.0,26.0,38.0
332.png,2.0,28.0,8.0,23.0
333.png,20.0,36.0,9.0,27.0
334.png,12.0,38.0,8.0,19.0
335.png,11.0,41.0,19.0,39.0
336.png,4.0,36.0,15.0,24.0
337.png,62.0,159.0,30.0,68.0
338.png,15.0,53.0,25.0,41.0
339.png,15.0,66.0,34.0,59.0
340.png,5.0,27.0,9.0,30.0
341.png,55.0,100.0,30.0,44.0
342.png,6.0,47.0,24.0,65.0
343.png,8.0,56.0,27.0,48.0
344.png,6.0,41.0,26.0,41.0
345.png,9.0,44.0,13.0,34.0
346.png,5.0,19.0,7.0,12.0
347.png,28.0,79.0,22.0,39.0
348.png,1.0,29.0,25.0,39.0
349.png,5.0,21.0,5.0,11.0
350.png,2.0,28.0,18.0,34.0
351.png,11.0,34.0,16.0,28.0
352.png,19.0,50.0,14.0,27.0
353.png,34.0,51.0,11.0,23.0
354.png,6.0,40.0,10.0,42.0
355.png,2.0,13.0,8.0,14.0
356.png,7.0,39.0,19.0,25.0
357.png,10.0,49.0,25.0,55.0
358.png,6.0,27.0,8.0,21.0
359.png,3.0,22.0,5.0,19.0
360.png,6.0,29.0,9.0,22.0
361.png,13.0,43.0,10.0,29.0
362.png,7.0,33.0,10.0,23.0
363.png,30.0,103.0,20.0,34.0
364.png,6.0,29.0,17.0,26.0
365.png,11.0,67.0,21.0,68.0
366.png,7.0,62.0,38.0,74.0
367.png,10.0,43.0,15.0,44.0
368.png,1.0,19.0,11.0,17.0
369.png,3.0,36.0,16.0,45.0
370.png,5.0,37.0,19.0,49.0
371.png,1.0,35.0,12.0,36.0
372.png,1.0,19.0,8.0,26.0
373.png,11.0,45.0,25.0,44.0
374.png,7.0,29.0,8.0,17.0
375.png,53.0,113.0,34.0,65.0
376.png,27.0,73.0,14.0,25.0
377.png,4.0,43.0,38.0,54.0
378.png,9.0,39.0,24.0,41.0
379.png,27.0,125.0,42.0,92.0
380.png,1.0,8.0,5.0,12.0
381.png,23.0,65.0,8.0,22.0
382.png,7.0,29.0,7.0,19.0
383.png,4.0,43.0,21.0,46.0
384.png,29.0,66.0,17.0,23.0
385.png,14.0,61.0,23.0,42.0
386.png,5.0,51.0,22.0,55.0
387.png,51.0,86.0,28.0,50.0
388.png,2.0,46.0,10.0,34.0
389.png,1.0,55.0,43.0,66.0
390.png,5.0,30.0,12.0,30.0
391.png,2.0,19.0,8.0,18.0
392.png,7.0,39.0,21.0,44.0
393.png,21.0,69.0,18.0,39.0
394.png,10.0,55.0,16.0,34.0
395.png,28.0,98.0,37.0,66.0
396.png,5.0,24.0,5.0,20.0
397.png,13.0,44.0,11.0,30.0
398.png,4.0,32.0,23.0,32.0
399.png,24.0,82.0,61.0,84.0
400.png,1.0,14.0,11.0,19.0
401.png,1.0,13.0,10.0,16.0
402.png,9.0,54.0,30.0,54.0
403.png,3.0,20.0,10.0,26.0
404.png,36.0,144.0,37.0,86.0
405.png,77.0,208.0,29.0,61.0
406.png,16.0,47.0,18.0,34.0
407.png,1.0,15.0,7.0,18.0
408.png,45.0,216.0,15.0,30.0
409.png,2.0,21.0,12.0,25.0
410.png,38.0,92.0,39.0,66.0
411.png,64.0,286.0,176.0,293.0
412.png,44.0,64.0,17.0,30.0
413.png,2.0,20.0,12.0,24.0
414.png,4.0,21.0,6.0,20.0
415.png,11.0,42.0,8.0,20.0
416.png,10.0,66.0,23.0,54.0
417.png,34.0,116.0,39.0,75.0
418.png,6.0,42.0,15.0,33.0
419.png,4.0,40.0,8.0,34.0
420.png,3.0,27.0,9.0,22.0
421.png,1.0,7.0,10.0,20.0
422.png,3.0,22.0,8.0,20.0
423.png,7.0,27.0,12.0,24.0
424.png,12.0,72.0,27.0,43.0
425.png,22.0,92.0,21.0,77.0
426.png,6.0,27.0,9.0,24.0
427.png,6.0,49.0,37.0,59.0
428.png,19.0,73.0,31.0,58.0
429.png,10.0,56.0,13.0,34.0
430.png,41.0,178.0,196.0,138.0
431.png,9.0,51.0,27.0,53.0
432.png,6.0,20.0,8.0,13.0
433.png,8.0,35.0,9.0,28.0
434.png,9.0,59.0,16.0,29.0
435.png,7.0,25.0,7.0,22.0
436.png,7.0,46.0,28.0,51.0
437.png,4.0,24.0,7.0,24.0
438.png,5.0,34.0,14.0,30.0
439.png,15.0,54.0,21.0,40.0
440.png,10.0,54.0,16.0,50.0
441.png,25.0,40.0,12.0,24.0
442.png,9.0,39.0,9.0,35.0
443.png,3.0,16.0,5.0,15.0
444.png,8.0,55.0,29.0,48.0
445.png,4.0,32.0,15.0,34.0
446.png,1.0,22.0,17.0,31.0
447.png,9.0,46.0,25.0,46.0
448.png,38.0,104.0,20.0,45.0
449.png,6.0,32.0,12.0,33.0
450.png,54.0,98.0,28.0,48.0
451.png,5.0,40.0,12.0,29.0
452.png,8.0,29.0,8.0,16.0
453.png,11.0,59.0,28.0,47.0
454.png,29.0,88.0,10.0,38.0
455.png,1.0,29.0,16.0,36.0
456.png,7.0,43.0,17.0,46.0
457.png,54.0,100.0,37.0,62.0
458.png,5.0,25.0,5.0,19.0
459.png,7.0,43.0,25.0,47.0
460.png,5.0,31.0,15.0,35.0
461.png,10.0,52.0,33.0,64.0
462.png,1.0,18.0,9.0,20.0
463.png,23.0,78.0,22.0,53.0
464.png,12.0,33.0,13.0,20.0
465.png,2.0,12.0,4.0,12.0
466.png,8.0,43.0,14.0,51.0
467.png,7.0,89.0,45.0,111.0
468.png,4.0,28.0,19.0,27.0
469.png,8.0,31.0,20.0,36.0
470.png,11.0,56.0,14.0,38.0
471.png,1.0,38.0,30.0,48.0
472.png,4.0,18.0,7.0,17.0
473.png,9.0,41.0,26.0,49.0
474.png,4.0,18.0,6.0,15.0
475.png,31.0,81.0,26.0,48.0
476.png,2.0,15.0,4.0,14.0
477.png,32.0,2.0,23.0,31.0
478.png,2.0,12.0,6.0,13.0
479.png,4.0,36.0,20.0,40.0
480.png,6.0,33.0,11.0,28.0
481.png,17.0,130.0,17.0,31.0
482.png,3.0,20.0,7.0,24.0
483.png,1.0,20.0,10.0,26.0
484.png,8.0,26.0,12.0,23.0
485.png,40.0,39.0,9.0,20.0
486.png,26.0,79.0,29.0,42.0
487.png,18.0,55.0,15.0,30.0
488.png,28.0,91.0,30.0,58.0
489.png,4.0,16.0,12.0,19.0
490.png,15.0,48.0,22.0,51.0
491.png,1.0,13.0,7.0,13.0
492.png,12.0,45.0,13.0,25.0
493.png,5.0,33.0,23.0,35.0
494.png,8.0,35.0,11.0,29.0
495.png,8.0,49.0,37.0,48.0
496.png,5.0,38.0,14.0,36.0
497.png,86.0,134.0,29.0,43.0
498.png,4.0,34.0,15.0,36.0
499.png,15.0,62.0,8.0,53.0
500.png,21.0,74.0,27.0,43.0
501.png,7.0,84.0,18.0,56.0
502.png,5.0,24.0,8.0,17.0
503.png,12.0,58.0,16.0,37.0
504.png,12.0,58.0,16.0,45.0
505.png,5.0,33.0,21.0,32.0
506.png,35.0,186.0,35.0,73.0
507.png,12.0,53.0,19.0,35.0
508.png,23.0,63.0,10.0,43.0
509.png,20.0,68.0,37.0,55.0
510.png,8.0,28.0,9.0,17.0
511.png,9.0,43.0,15.0,36.0
512.png,7.0,44.0,31.0,58.0
513.png,5.0,27.0,8.0,18.0
514.png,5.0,39.0,25.0,42.0
515.png,55.0,125.0,38.0,64.0
516.png,2.0,20.0,11.0,20.0
517.png,6.0,28.0,8.0,25.0
518.png,29.0,105.0,31.0,62.0
519.png,2.0,18.0,10.0,21.0
520.png,1.0,14.0,12.0,20.0
521.png,10.0,59.0,26.0,47.0
522.png,8.0,33.0,14.0,28.0
523.png,5.0,23.0,12.0,22.0
524.png,6.0,26.0,11.0,22.0
525.png,4.0,20.0,9.0,18.0
526.png,12.0,31.0,19.0,28.0
527.png,1.0,13.0,10.0,20.0
528.png,8.0,69.0,23.0,36.0
529.png,7.0,23.0,8.0,24.0
530.png,18.0,107.0,18.0,27.0
531.png,5.0,41.0,29.0,47.0
532.png,8.0,57.0,29.0,46.0
533.png,7.0,44.0,29.0,51.0
534.png,43.0,112.0,71.0,103.0
535.png,5.0,24.0,9.0,19.0
536.png,3.0,17.0,6.0,14.0
537.png,3.0,22.0,11.0,22.0
538.png,6.0,37.0,14.0,30.0
539.png,22.0,88.0,11.0,32.0
540.png,9.0,40.0,8.0,24.0
541.png,4.0,25.0,7.0,27.0
542.png,2.0,19.0,13.0,22.0
543.png,1.0,18.0,11.0,23.0
544.png,9.0,39.0,11.0,30.0
545.png,17.0,68.0,20.0,54.0
546.png,23.0,94.0,23.0,53.0
547.png,7.0,41.0,24.0,34.0
548.png,10.0,45.0,19.0,25.0
549.png,1.0,35.0,13.0,37.0
550.png,5.0,35.0,12.0,34.0
551.png,21.0,110.0,25.0,68.0
552.png,55.0,96.0,15.0,33.0
553.png,3.0,20.0,8.0,20.0
554.png,10.0,37.0,28.0,43.0
555.png,19.0,63.0,9.0,31.0
556.png,8.0,2.0,13.0,24.0
557.png,24.0,46.0,14.0,34.0
558.png,8.0,33.0,17.0,25.0
559.png,7.0,29.0,11.0,27.0
560.png,15.0,46.0,20.0,40.0
561.png,3.0,23.0,9.0,24.0
562.png,15.0,55.0,10.0,40.0
563.png,3.0,22.0,8.0,18.0
564.png,11.0,80.0,25.0,70.0
565.png,13.0,37.0,15.0,28.0
566.png,2.0,21.0,10.0,20.0
567.png,1.0,15.0,6.0,11.0
568.png,14.0,45.0,10.0,24.0
569.png,5.0,18.0,11.0,20.0
570.png,9.0,51.0,34.0,59.0
571.png,1.0,18.0,6.0,21.0
572.png,4.0,19.0,8.0,17.0
573.png,42.0,86.0,26.0,38.0
574.png,15.0,48.0,10.0,20.0
575.png,2.0,16.0,6.0,17.0
576.png,6.0,32.0,12.0,31.0
577.png,1.0,16.0,7.0,13.0
578.png,3.0,29.0,14.0,33.0
579.png,6.0,22.0,6.0,14.0
580.png,4.0,47.0,23.0,47.0
581.png,1.0,15.0,5.0,18.0
582.png,9.0,43.0,6.0,18.0
583.png,9.0,40.0,24.0,37.0
584.png,1.0,24.0,11.0,28.0
585.png,18.0,113.0,42.0,96.0
586.png,13.0,52.0,15.0,49.0
587.png,8.0,36.0,20.0,33.0
588.png,1.0,20.0,19.0,27.0
589.png,3.0,27.0,9.0,23.0
590.png,4.0,17.0,7.0,15.0
591.png,23.0,17.0,20.0,45.0
592.png,3.0,30.0,14.0,32.0
593.png,2.0,14.0,6.0,13.0
594.png,8.0,24.0,8.0,23.0
595.png,4.0,20.0,4.0,12.0
596.png,4.0,20.0,11.0,21.0
597.png,20.0,65.0,16.0,41.0
598.png,40.0,99.0,26.0,35.0
599.png,6.0,37.0,17.0,39.0
600.png,7.0,23.0,9.0,24.0
601.png,15.0,45.0,19.0,40.0
602.png,3.0,38.0,9.0,36.0
603.png,1.0,16.0,8.0,17.0
604.png,12.0,52.0,24.0,45.0
605.png,8.0,29.0,15.0,21.0
606.png,2.0,24.0,15.0,24.0
607.png,4.0,24.0,17.0,28.0
608.png,5.0,31.0,17.0,28.0
609.png,9.0,30.0,6.0,18.0
610.png,1.0,15.0,7.0,18.0
611.png,23.0,60.0,26.0,37.0
612.png,23.0,93.0,39.0,74.0
613.png,9.0,31.0,7.0,16.0
614.png,18.0,86.0,15.0,34.0
615.png,3.0,26.0,10.0,21.0
616.png,6.0,45.0,30.0,49.0
617.png,18.0,53.0,18.0,32.0
618.png,62.0,127.0,24.0,39.0
619.png,6.0,55.0,38.0,56.0
620.png,16.0,65.0,30.0,54.0
621.png,1.0,28.0,20.0,36.0
622.png,4.0,21.0,10.0,23.0
623.png,37.0,133.0,35.0,62.0
624.png,11.0,40.0,18.0,27.0
625.png,5.0,30.0,14.0,29.0
626.png,26.0,70.0,26.0,45.0
627.png,4.0,32.0,17.0,35.0
628.png,1.0,22.0,12.0,25.0
629.png,27.0,147.0,11.0,21.0
630.png,5.0,23.0,11.0,20.0
631.png,13.0,59.0,26.0,52.0
632.png,1.0,26.0,16.0,24.0
633.png,12.0,32.0,8.0,18.0
634.png,19.0,63.0,14.0,27.0
635.png,2.0,32.0,14.0,26.0
636.png,3.0,13.0,3.0,11.0
637.png,5.0,26.0,12.0,29.0
638.png,5.0,30.0,14.0,28.0
639.png,11.0,52.0,26.0,50.0
640.png,5.0,28.0,19.0,27.0
641.png,7.0,38.0,11.0,39.0
642.png,4.0,27.0,9.0,25.0
643.png,8.0,48.0,9.0,38.0
644.png,15.0,88.0,30.0,74.0
645.png,15.0,68.0,25.0,50.0
646.png,14.0,92.0,65.0,104.0
647.png,2.0,14.0,11.0,18.0
648.png,14.0,58.0,24.0,50.0
649.png,32.0,59.0,23.0,30.0
650.png,5.0,33.0,14.0,29.0
651.png,3.0,32.0,9.0,29.0
652.png,5.0,45.0,22.0,43.0
653.png,14.0,49.0,11.0,26.0
654.png,6.0,70.0,34.0,66.0
655.png,30.0,198.0,38.0,50.0
656.png,16.0,54.0,10.0,21.0
657.png,4.0,29.0,11.0,24.0
658.png,1.0,12.0,9.0,16.0
659.png,16.0,81.0,57.0,62.0
660.png,2.0,13.0,8.0,11.0
661.png,15.0,7.0,29.0,50.0
662.png,5.0,36.0,15.0,37.0
663.png,14.0,47.0,13.0,22.0
664.png,7.0,42.0,16.0,35.0
665.png,1.0,20.0,8.0,24.0
666.png,16.0,55.0,29.0,53.0
667.png,15.0,48.0,11.0,32.0
668.png,3.0,19.0,9.0,20.0
669.png,3.0,32.0,12.0,37.0
670.png,5.0,31.0,7.0,27.0
671.png,25.0,54.0,10.0,28.0
672.png,1.0,18.0,9.0,19.0
673.png,1.0,26.0,14.0,31.0
674.png,5.0,27.0,7.0,23.0
675.png,3.0,36.0,28.0,45.0
676.png,16.0,59.0,29.0,60.0
677.png,1.0,22.0,10.0,19.0
678.png,11.0,48.0,14.0,42.0
679.png,8.0,42.0,13.0,38.0
680.png,11.0,35.0,7.0,20.0
681.png,7.0,8.0,26.0,59.0
682.png,4.0,21.0,10.0,24.0
683.png,5.0,32.0,15.0,31.0
684.png,9.0,39.0,9.0,37.0
685.png,1.0,19.0,14.0,20.0
686.png,15.0,50.0,18.0,46.0
687.png,7.0,22.0,5.0,13.0
688.png,9.0,47.0,17.0,45.0
689.png,68.0,217.0,34.0,54.0
690.png,4.0,29.0,11.0,25.0
691.png,5.0,24.0,17.0,33.0
692.png,10.0,46.0,23.0,37.0
693.png,13.0,72.0,41.0,82.0
694.png,4.0,27.0,12.0,30.0
695.png,5.0,27.0,8.0,21.0
696.png,9.0,48.0,12.0,26.0
697.png,15.0,67.0,39.0,89.0
698.png,51.0,131.0,15.0,38.0
699.png,10.0,38.0,12.0,27.0
